event,outcome,lookahead_sel,n,wins,rate,n_sel,h1_n,h1_w,h1,h2_n,h2_w,h2,claim,desc
early_ge4,open_3d,False,244,107,0.4385,263,147,61,0.4150,97,46,0.4742,False,"buy t+1 open if not yizi-open, t+3 close > open"
early_ge4,maxclose3,False,262,181,0.6908,263,157,103,0.6561,105,78,0.7429,False,"buy t close, max(t+1..t+3 close) > t close"
early_ge5,zt_3d,False,113,66,0.5841,113,67,38,0.5672,46,28,0.6087,False,"in zt_pool t+1/t+2/t+3 (membership, not a fill)"
early_ge5,hold_then_zt3,False,113,66,0.5841,113,67,38,0.5672,46,28,0.6087,False,"non-yizi t AND zt_3d (entry at t, membership win)"
early_ge5,cons_not_lose,False,113,57,0.5044,113,67,33,0.4925,46,24,0.5217,False,zt_next OR (zha and change_rate>0); absent=loss
early_ge5,print_not_lose,False,63,57,0.9048,113,36,33,0.9167,27,24,0.8889,False,among zt-or-zha prints only: not lose vs t close
early_ge5,hold_close,False,112,64,0.5714,113,66,36,0.5455,46,28,0.6087,False,"buy t close, t+1 close > t close (needs bar)"
early_ge5,hold_not_lose,False,112,66,0.5893,113,66,37,0.5606,46,29,0.6304,False,"buy t close, t+1 close >= t close"
early_ge5,hold_touch3,False,112,73,0.6518,113,66,39,0.5909,46,34,0.7391,False,"buy t close, any of t+1..t+3 high touches limit"
early_ge5,open_follow,False,107,48,0.4486,113,62,25,0.4032,45,23,0.5111,False,"buy t+1 open if not yizi-open, t+1 close > open"
early_ge5,open_follow_flat,False,107,65,0.6075,113,62,37,0.5968,45,28,0.6222,False,"buy t+1 open if not yizi-open, close >= open"
early_ge5,open_then_zt3,False,107,61,0.5701,113,62,34,0.5484,45,27,0.6000,False,"buy t+1 open if not yizi-open, then zt within 3d"
early_ge5,touch3,False,107,69,0.6449,113,62,36,0.5806,45,33,0.7333,False,"buy t+1 open if not yizi-open, 3d high touches limit"
early_ge5,tradable_zt,False,113,113,1.0000,113,67,67,1.0000,46,46,1.0000,True,"next-day tradable zt (old ceiling, baseline only)"
early_ge5,hold_3d,False,107,59,0.5514,113,64,33,0.5156,43,26,0.6047,False,"buy t close, t+3 close > t close"
early_ge5,open_3d,False,103,45,0.4369,113,61,26,0.4262,42,19,0.4524,False,"buy t+1 open if not yizi-open, t+3 close > open"
early_ge5,maxclose3,False,112,75,0.6696,113,66,41,0.6212,46,34,0.7391,False,"buy t close, max(t+1..t+3 close) > t close"
early_3,zt_3d,False,306,153,0.5000,306,173,88,0.5087,133,65,0.4887,False,"in zt_pool t+1/t+2/t+3 (membership, not a fill)"
early_3,hold_then_zt3,False,306,153,0.5000,306,173,88,0.5087,133,65,0.4887,False,"non-yizi t AND zt_3d (entry at t, membership win)"
early_3,cons_not_lose,False,306,142,0.4641,306,173,83,0.4798,133,59,0.4436,False,zt_next OR (zha and change_rate>0); absent=loss
early_3,print_not_lose,False,166,142,0.8554,306,99,83,0.8384,67,59,0.8806,False,among zt-or-zha prints only: not lose vs t close
early_3,hold_close,False,306,174,0.5686,306,173,96,0.5549,133,78,0.5865,False,"buy t close, t+1 close > t close (needs bar)"
early_3,hold_not_lose,False,306,174,0.5686,306,173,96,0.5549,133,78,0.5865,False,"buy t close, t+1 close >= t close"
early_3,hold_touch3,False,306,183,0.5980,306,173,103,0.5954,133,80,0.6015,False,"buy t close, any of t+1..t+3 high touches limit"
early_3,open_follow,False,294,135,0.4592,306,163,80,0.4908,131,55,0.4198,False,"buy t+1 open if not yizi-open, t+1 close > open"
early_3,open_follow_flat,False,294,160,0.5442,306,163,94,0.5767,131,66,0.5038,False,"buy t+1 open if not yizi-open, close >= open"
early_3,open_then_zt3,False,294,141,0.4796,306,163,78,0.4785,131,63,0.4809,False,"buy t+1 open if not yizi-open, then zt within 3d"
early_3,touch3,False,294,173,0.5884,306,163,95,0.5828,131,78,0.5954,False,"buy t+1 open if not yizi-open, 3d high touches limit"
early_3,tradable_zt,False,306,306,1.0000,306,173,173,1.0000,133,133,1.0000,True,"next-day tradable zt (old ceiling, baseline only)"
early_3,hold_3d,False,301,144,0.4784,306,172,80,0.4651,129,64,0.4961,False,"buy t close, t+3 close > t close"
early_3,open_3d,False,289,121,0.4187,306,162,67,0.4136,127,54,0.4252,False,"buy t+1 open if not yizi-open, t+3 close > open"
early_3,maxclose3,False,306,207,0.6765,306,173,113,0.6532,133,94,0.7068,False,"buy t close, max(t+1..t+3 close) > t close"
strong_seal_early_ge3,zt_3d,False,150,94,0.6267,150,97,58,0.5979,53,36,0.6792,False,"in zt_pool t+1/t+2/t+3 (membership, not a fill)"
strong_seal_early_ge3,hold_then_zt3,False,150,94,0.6267,150,97,58,0.5979,53,36,0.6792,False,"non-yizi t AND zt_3d (entry at t, membership win)"
strong_seal_early_ge3,cons_not_lose,False,150,87,0.5800,150,97,54,0.5567,53,33,0.6226,False,zt_next OR (zha and change_rate>0); absent=loss
strong_seal_early_ge3,print_not_lose,False,102,87,0.8529,150,63,54,0.8571,39,33,0.8462,False,among zt-or-zha prints only: not lose vs t close
strong_seal_early_ge3,hold_close,False,150,94,0.6267,150,97,59,0.6082,53,35,0.6604,False,"buy t close, t+1 close > t close (needs bar)"
strong_seal_early_ge3,hold_not_lose,False,150,95,0.6333,150,97,60,0.6186,53,35,0.6604,False,"buy t close, t+1 close >= t close"
strong_seal_early_ge3,hold_touch3,False,150,106,0.7067,150,97,66,0.6804,53,40,0.7547,False,"buy t close, any of t+1..t+3 high touches limit"
strong_seal_early_ge3,open_follow,False,141,52,0.3688,150,92,36,0.3913,49,16,0.3265,False,"buy t+1 open if not yizi-open, t+1 close > open"
strong_seal_early_ge3,open_follow_flat,False,141,77,0.5461,150,92,51,0.5543,49,26,0.5306,False,"buy t+1 open if not yizi-open, close >= open"
strong_seal_early_ge3,open_then_zt3,False,141,85,0.6028,150,92,53,0.5761,49,32,0.6531,False,"buy t+1 open if not yizi-open, then zt within 3d"
strong_seal_early_ge3,touch3,False,141,97,0.6879,150,92,61,0.6630,49,36,0.7347,False,"buy t+1 open if not yizi-open, 3d high touches limit"
strong_seal_early_ge3,tradable_zt,False,150,150,1.0000,150,97,97,1.0000,53,53,1.0000,True,"next-day tradable zt (old ceiling, baseline only)"
strong_seal_early_ge3,hold_3d,False,145,77,0.5310,150,96,48,0.5000,49,29,0.5918,False,"buy t close, t+3 close > t close"
strong_seal_early_ge3,open_3d,False,136,54,0.3971,150,91,37,0.4066,45,17,0.3778,False,"buy t+1 open if not yizi-open, t+3 close > open"
strong_seal_early_ge3,maxclose3,False,150,106,0.7067,150,97,65,0.6701,53,41,0.7736,False,"buy t close, max(t+1..t+3 close) > t close"
theme8_mid23,zt_3d,False,644,247,0.3835,644,299,111,0.3712,345,136,0.3942,False,"in zt_pool t+1/t+2/t+3 (membership, not a fill)"
theme8_mid23,hold_then_zt3,False,644,247,0.3835,644,299,111,0.3712,345,136,0.3942,False,"non-yizi t AND zt_3d (entry at t, membership win)"
theme8_mid23,cons_not_lose,False,644,225,0.3494,644,299,109,0.3645,345,116,0.3362,False,zt_next OR (zha and change_rate>0); absent=loss
theme8_mid23,print_not_lose,False,242,225,0.9298,644,117,109,0.9316,125,116,0.9280,True,among zt-or-zha prints only: not lose vs t close
theme8_mid23,hold_close,False,644,389,0.6040,644,299,169,0.5652,345,220,0.6377,False,"buy t close, t+1 close > t close (needs bar)"
theme8_mid23,hold_not_lose,False,644,397,0.6165,644,299,172,0.5753,345,225,0.6522,False,"buy t close, t+1 close >= t close"
theme8_mid23,hold_touch3,False,644,303,0.4705,644,299,134,0.4482,345,169,0.4899,False,"buy t close, any of t+1..t+3 high touches limit"
theme8_mid23,open_follow,False,616,289,0.4692,644,281,111,0.3950,335,178,0.5313,False,"buy t+1 open if not yizi-open, t+1 close > open"
theme8_mid23,open_follow_flat,False,616,320,0.5195,644,281,131,0.4662,335,189,0.5642,False,"buy t+1 open if not yizi-open, close >= open"
theme8_mid23,open_then_zt3,False,616,219,0.3555,644,281,93,0.3310,335,126,0.3761,False,"buy t+1 open if not yizi-open, then zt within 3d"
theme8_mid23,touch3,False,616,276,0.4481,644,281,117,0.4164,335,159,0.4746,False,"buy t+1 open if not yizi-open, 3d high touches limit"
theme8_mid23,tradable_zt,False,644,644,1.0000,644,299,299,1.0000,345,345,1.0000,True,"next-day tradable zt (old ceiling, baseline only)"
theme8_mid23,hold_3d,False,635,328,0.5165,644,296,128,0.4324,339,200,0.5900,False,"buy t close, t+3 close > t close"
theme8_mid23,open_3d,False,608,275,0.4523,644,279,101,0.3620,329,174,0.5289,False,"buy t+1 open if not yizi-open, t+3 close > open"
theme8_mid23,maxclose3,False,644,464,0.7205,644,299,199,0.6656,345,265,0.7681,False,"buy t close, max(t+1..t+3 close) > t close"
theme8_ge3,zt_3d,False,213,108,0.5070,213,113,56,0.4956,100,52,0.5200,False,"in zt_pool t+1/t+2/t+3 (membership, not a fill)"
theme8_ge3,hold_then_zt3,False,213,108,0.5070,213,113,56,0.4956,100,52,0.5200,False,"non-yizi t AND zt_3d (entry at t, membership win)"
theme8_ge3,cons_not_lose,False,213,106,0.4977,213,113,57,0.5044,100,49,0.4900,False,zt_next OR (zha and change_rate>0); absent=loss
theme8_ge3,print_not_lose,False,117,106,0.9060,213,62,57,0.9194,55,49,0.8909,False,among zt-or-zha prints only: not lose vs t close
theme8_ge3,hold_close,False,212,142,0.6698,213,112,70,0.6250,100,72,0.7200,False,"buy t close, t+1 close > t close (needs bar)"
theme8_ge3,hold_not_lose,False,212,142,0.6698,213,112,70,0.6250,100,72,0.7200,False,"buy t close, t+1 close >= t close"
theme8_ge3,hold_touch3,False,212,126,0.5943,213,112,63,0.5625,100,63,0.6300,False,"buy t close, any of t+1..t+3 high touches limit"
theme8_ge3,open_follow,False,200,92,0.4600,213,105,47,0.4476,95,45,0.4737,False,"buy t+1 open if not yizi-open, t+1 close > open"
theme8_ge3,open_follow_flat,False,200,117,0.5850,213,105,63,0.6000,95,54,0.5684,False,"buy t+1 open if not yizi-open, close >= open"
theme8_ge3,open_then_zt3,False,200,96,0.4800,213,105,49,0.4667,95,47,0.4947,False,"buy t+1 open if not yizi-open, then zt within 3d"
theme8_ge3,touch3,False,200,116,0.5800,213,105,58,0.5524,95,58,0.6105,False,"buy t+1 open if not yizi-open, 3d high touches limit"
theme8_ge3,tradable_zt,False,213,213,1.0000,213,113,113,1.0000,100,100,1.0000,True,"next-day tradable zt (old ceiling, baseline only)"
theme8_ge3,hold_3d,False,205,112,0.5463,213,109,52,0.4771,96,60,0.6250,False,"buy t close, t+3 close > t close"
theme8_ge3,open_3d,False,194,87,0.4485,213,103,43,0.4175,91,44,0.4835,False,"buy t+1 open if not yizi-open, t+3 close > open"
theme8_ge3,maxclose3,False,212,162,0.7642,213,112,78,0.6964,100,84,0.8400,False,"buy t close, max(t+1..t+3 close) > t close"
theme8_3,zt_3d,False,115,54,0.4696,115,56,25,0.4464,59,29,0.4915,False,"in zt_pool t+1/t+2/t+3 (membership, not a fill)"
theme8_3,hold_then_zt3,False,115,54,0.4696,115,56,25,0.4464,59,29,0.4915,False,"non-yizi t AND zt_3d (entry at t, membership win)"
theme8_3,cons_not_lose,False,115,55,0.4783,115,56,28,0.5000,59,27,0.4576,False,zt_next OR (zha and change_rate>0); absent=loss
theme8_3,print_not_lose,False,63,55,0.8730,115,32,28,0.8750,31,27,0.8710,False,among zt-or-zha prints only: not lose vs t close
theme8_3,hold_close,False,115,77,0.6696,115,56,36,0.6429,59,41,0.6949,False,"buy t close, t+1 close > t close (needs bar)"
theme8_3,hold_not_lose,False,115,77,0.6696,115,56,36,0.6429,59,41,0.6949,False,"buy t close, t+1 close >= t close"
theme8_3,hold_touch3,False,115,66,0.5739,115,56,30,0.5357,59,36,0.6102,False,"buy t close, any of t+1..t+3 high touches limit"
theme8_3,open_follow,False,111,52,0.4685,115,53,24,0.4528,58,28,0.4828,False,"buy t+1 open if not yizi-open, t+1 close > open"
theme8_3,open_follow_flat,False,111,63,0.5676,115,53,32,0.6038,58,31,0.5345,False,"buy t+1 open if not yizi-open, close >= open"
theme8_3,open_then_zt3,False,111,50,0.4505,115,53,22,0.4151,58,28,0.4828,False,"buy t+1 open if not yizi-open, then zt within 3d"
theme8_3,touch3,False,111,63,0.5676,115,53,28,0.5283,58,35,0.6034,False,"buy t+1 open if not yizi-open, 3d high touches limit"
theme8_3,tradable_zt,False,115,115,1.0000,115,56,56,1.0000,59,59,1.0000,True,"next-day tradable zt (old ceiling, baseline only)"
theme8_3,hold_3d,False,114,59,0.5175,115,56,24,0.4286,58,35,0.6034,False,"buy t close, t+3 close > t close"
theme8_3,open_3d,False,110,51,0.4636,115,53,23,0.4340,57,28,0.4912,False,"buy t+1 open if not yizi-open, t+3 close > open"
theme8_3,maxclose3,False,115,90,0.7826,115,56,40,0.7143,59,50,0.8475,False,"buy t close, max(t+1..t+3 close) > t close"
theme10_any,zt_3d,False,580,236,0.4069,580,287,117,0.4077,293,119,0.4061,False,"in zt_pool t+1/t+2/t+3 (membership, not a fill)"
theme10_any,hold_then_zt3,False,580,236,0.4069,580,287,117,0.4077,293,119,0.4061,False,"non-yizi t AND zt_3d (entry at t, membership win)"
theme10_any,cons_not_lose,False,580,221,0.3810,580,287,114,0.3972,293,107,0.3652,False,zt_next OR (zha and change_rate>0); absent=loss
theme10_any,print_not_lose,False,236,221,0.9364,580,120,114,0.9500,116,107,0.9224,True,among zt-or-zha prints only: not lose vs t close
theme10_any,hold_close,False,579,361,0.6235,580,286,165,0.5769,293,196,0.6689,False,"buy t close, t+1 close > t close (needs bar)"
theme10_any,hold_not_lose,False,579,368,0.6356,580,286,168,0.5874,293,200,0.6826,False,"buy t close, t+1 close >= t close"
theme10_any,hold_touch3,False,579,284,0.4905,580,286,133,0.4650,293,151,0.5154,False,"buy t close, any of t+1..t+3 high touches limit"
theme10_any,open_follow,False,547,249,0.4552,580,266,106,0.3985,281,143,0.5089,False,"buy t+1 open if not yizi-open, t+1 close > open"
theme10_any,open_follow_flat,False,547,285,0.5210,580,266,126,0.4737,281,159,0.5658,False,"buy t+1 open if not yizi-open, close >= open"
theme10_any,open_then_zt3,False,547,204,0.3729,580,266,97,0.3647,281,107,0.3808,False,"buy t+1 open if not yizi-open, then zt within 3d"
theme10_any,touch3,False,547,254,0.4644,580,266,115,0.4323,281,139,0.4947,False,"buy t+1 open if not yizi-open, 3d high touches limit"
theme10_any,tradable_zt,False,580,580,1.0000,580,287,287,1.0000,293,293,1.0000,True,"next-day tradable zt (old ceiling, baseline only)"
theme10_any,hold_3d,False,571,295,0.5166,580,280,122,0.4357,291,173,0.5945,False,"buy t close, t+3 close > t close"
theme10_any,open_3d,False,541,232,0.4288,580,262,91,0.3473,279,141,0.5054,False,"buy t+1 open if not yizi-open, t+3 close > open"
theme10_any,maxclose3,False,579,423,0.7306,580,286,191,0.6678,293,232,0.7918,False,"buy t close, max(t+1..t+3 close) > t close"
suc80_ge3,zt_3d,False,339,173,0.5103,339,197,100,0.5076,142,73,0.5141,False,"in zt_pool t+1/t+2/t+3 (membership, not a fill)"
suc80_ge3,hold_then_zt3,False,339,173,0.5103,339,197,100,0.5076,142,73,0.5141,False,"non-yizi t AND zt_3d (entry at t, membership win)"
suc80_ge3,cons_not_lose,False,339,159,0.4690,339,197,99,0.5025,142,60,0.4225,False,zt_next OR (zha and change_rate>0); absent=loss
suc80_ge3,print_not_lose,False,176,159,0.9034,339,110,99,0.9000,66,60,0.9091,True,among zt-or-zha prints only: not lose vs t close
suc80_ge3,hold_close,False,338,200,0.5917,339,196,115,0.5867,142,85,0.5986,False,"buy t close, t+1 close > t close (needs bar)"
suc80_ge3,hold_not_lose,False,338,202,0.5976,339,196,116,0.5918,142,86,0.6056,False,"buy t close, t+1 close >= t close"
suc80_ge3,hold_touch3,False,338,213,0.6302,339,196,124,0.6327,142,89,0.6268,False,"buy t close, any of t+1..t+3 high touches limit"
suc80_ge3,open_follow,False,322,149,0.4627,339,185,87,0.4703,137,62,0.4526,False,"buy t+1 open if not yizi-open, t+1 close > open"
suc80_ge3,open_follow_flat,False,322,182,0.5652,339,185,106,0.5730,137,76,0.5547,False,"buy t+1 open if not yizi-open, close >= open"
suc80_ge3,open_then_zt3,False,322,157,0.4876,339,185,89,0.4811,137,68,0.4964,False,"buy t+1 open if not yizi-open, then zt within 3d"
suc80_ge3,touch3,False,322,199,0.6180,339,185,115,0.6216,137,84,0.6131,False,"buy t+1 open if not yizi-open, 3d high touches limit"
suc80_ge3,tradable_zt,False,339,339,1.0000,339,197,197,1.0000,142,142,1.0000,True,"next-day tradable zt (old ceiling, baseline only)"
suc80_ge3,hold_3d,False,333,174,0.5225,339,193,97,0.5026,140,77,0.5500,False,"buy t close, t+3 close > t close"
suc80_ge3,open_3d,False,318,140,0.4403,339,183,76,0.4153,135,64,0.4741,False,"buy t+1 open if not yizi-open, t+3 close > open"
suc80_ge3,maxclose3,False,338,231,0.6834,339,196,129,0.6582,142,102,0.7183,False,"buy t close, max(t+1..t+3 close) > t close"
intact_strong_ge3,zt_3d,False,99,60,0.6061,99,63,37,0.5873,36,23,0.6389,False,"in zt_pool t+1/t+2/t+3 (membership, not a fill)"
intact_strong_ge3,hold_then_zt3,False,99,60,0.6061,99,63,37,0.5873,36,23,0.6389,False,"non-yizi t AND zt_3d (entry at t, membership win)"
intact_strong_ge3,cons_not_lose,False,99,57,0.5758,99,63,36,0.5714,36,21,0.5833,False,zt_next OR (zha and change_rate>0); absent=loss
intact_strong_ge3,print_not_lose,False,65,57,0.8769,99,40,36,0.9000,25,21,0.8400,False,among zt-or-zha prints only: not lose vs t close
intact_strong_ge3,hold_close,False,99,62,0.6263,99,63,39,0.6190,36,23,0.6389,False,"buy t close, t+1 close > t close (needs bar)"
intact_strong_ge3,hold_not_lose,False,99,63,0.6364,99,63,40,0.6349,36,23,0.6389,False,"buy t close, t+1 close >= t close"
intact_strong_ge3,hold_touch3,False,99,70,0.7071,99,63,43,0.6825,36,27,0.7500,False,"buy t close, any of t+1..t+3 high touches limit"
intact_strong_ge3,open_follow,False,96,36,0.3750,99,61,25,0.4098,35,11,0.3143,False,"buy t+1 open if not yizi-open, t+1 close > open"
intact_strong_ge3,open_follow_flat,False,96,54,0.5625,99,61,35,0.5738,35,19,0.5429,False,"buy t+1 open if not yizi-open, close >= open"
intact_strong_ge3,open_then_zt3,False,96,57,0.5938,99,61,35,0.5738,35,22,0.6286,False,"buy t+1 open if not yizi-open, then zt within 3d"
intact_strong_ge3,touch3,False,96,67,0.6979,99,61,41,0.6721,35,26,0.7429,False,"buy t+1 open if not yizi-open, 3d high touches limit"
intact_strong_ge3,tradable_zt,False,99,99,1.0000,99,63,63,1.0000,36,36,1.0000,True,"next-day tradable zt (old ceiling, baseline only)"
intact_strong_ge3,hold_3d,False,95,53,0.5579,99,63,33,0.5238,32,20,0.6250,False,"buy t close, t+3 close > t close"
intact_strong_ge3,open_3d,False,92,40,0.4348,99,61,28,0.4590,31,12,0.3871,False,"buy t+1 open if not yizi-open, t+3 close > open"
intact_strong_ge3,maxclose3,False,99,69,0.6970,99,63,41,0.6508,36,28,0.7778,False,"buy t close, max(t+1..t+3 close) > t close"
circ_mid_ge3,zt_3d,False,523,279,0.5335,523,302,160,0.5298,221,119,0.5385,False,"in zt_pool t+1/t+2/t+3 (membership, not a fill)"
circ_mid_ge3,hold_then_zt3,False,523,279,0.5335,523,302,160,0.5298,221,119,0.5385,False,"non-yizi t AND zt_3d (entry at t, membership win)"
circ_mid_ge3,cons_not_lose,False,523,246,0.4704,523,302,145,0.4801,221,101,0.4570,False,zt_next OR (zha and change_rate>0); absent=loss
circ_mid_ge3,print_not_lose,False,278,246,0.8849,523,163,145,0.8896,115,101,0.8783,False,among zt-or-zha prints only: not lose vs t close
circ_mid_ge3,hold_close,False,522,294,0.5632,523,301,166,0.5515,221,128,0.5792,False,"buy t close, t+1 close > t close (needs bar)"
circ_mid_ge3,hold_not_lose,False,522,298,0.5709,523,301,167,0.5548,221,131,0.5928,False,"buy t close, t+1 close >= t close"
circ_mid_ge3,hold_touch3,False,522,334,0.6398,523,301,189,0.6279,221,145,0.6561,False,"buy t close, any of t+1..t+3 high touches limit"
circ_mid_ge3,open_follow,False,500,235,0.4700,523,284,134,0.4718,216,101,0.4676,False,"buy t+1 open if not yizi-open, t+1 close > open"
circ_mid_ge3,open_follow_flat,False,500,276,0.5520,523,284,158,0.5563,216,118,0.5463,False,"buy t+1 open if not yizi-open, close >= open"
circ_mid_ge3,open_then_zt3,False,500,257,0.5140,523,284,143,0.5035,216,114,0.5278,False,"buy t+1 open if not yizi-open, then zt within 3d"
circ_mid_ge3,touch3,False,500,315,0.6300,523,284,175,0.6162,216,140,0.6481,False,"buy t+1 open if not yizi-open, 3d high touches limit"
circ_mid_ge3,tradable_zt,False,523,523,1.0000,523,302,302,1.0000,221,221,1.0000,True,"next-day tradable zt (old ceiling, baseline only)"
circ_mid_ge3,hold_3d,False,512,259,0.5059,523,297,145,0.4882,215,114,0.5302,False,"buy t close, t+3 close > t close"
circ_mid_ge3,open_3d,False,491,223,0.4542,523,281,124,0.4413,210,99,0.4714,False,"buy t+1 open if not yizi-open, t+3 close > open"
circ_mid_ge3,maxclose3,False,522,354,0.6782,523,301,196,0.6512,221,158,0.7149,False,"buy t close, max(t+1..t+3 close) > t close"
